"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BSMX","Banco Santander Mexico, S.A., Institucion de Ban","7.52","$10.21B","2012","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsmx",
"SAN","Banco Santander, S.A.","4.48","$72.74B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/san",
"SAN^B","Banco Santander, S.A.","22.39","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/san^b",
"CIB","BanColombia S.A.","50.76","$2.38B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cib",
"BCTF","Bancorp 34, Inc.","15.5","$52.02M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bctf",
"BKJ","Bancorp of New Jersey, Inc","13.08","$95.4M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bkj",
"BXS","BancorpSouth Bank","28.29","$2.81B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bxs",
"BCV^A","Bancroft Fund Limited","25.77","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bcv^a",
"BCV","Bancroft Fund Limited","21.9837","$115.53M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bcv",
"BAND","Bandwidth Inc.","75.53","$1.74B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/band",
"BFC","Bank First National Corporation","71.4","$469.6M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bfc",
"BAC","Bank of America Corporation","28.32","$269.27B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac",
"BAC^A","Bank of America Corporation","26.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^a",
"BAC^B","Bank of America Corporation","26.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^b",
"BAC^C","Bank of America Corporation","26.43","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^c",
"BAC^E","Bank of America Corporation","22.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^e",
"BAC^K","Bank of America Corporation","26.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^k",
"BAC^L","Bank of America Corporation","1340","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^l",
"BAC^W","Bank of America Corporation","25.44","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac^w",
"BAC^Y","Bank of America Corporation","25.74","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac^y",
"BML^G","Bank of America Corporation","19.78","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^g",
"BML^H","Bank of America Corporation","19.69","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^h",
"BML^J","Bank of America Corporation","22.055","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","21.67","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^l",
"BOCH","Bank of Commerce Holdings (CA)","10.57","$192.51M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/boch",
"BOH","Bank of Hawaii Corporation","79.32","$3.25B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/boh",
"BMRC","Bank of Marin Bancorp","41.94","$576.61M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmrc",
"BMLP","Bank Of Montreal","47.84","$47.84M","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bmlp",
"BMO","Bank Of Montreal","75.46","$48.19B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","36.74","$2.03B","2016","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","42.69","$40.88B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bk",
"BK^C","Bank Of New York Mellon Corporation (The)","25.89","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bk^c",
"BNS","Bank of Nova Scotia (The)","53.64","$65.57B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bns",
"BKSC","Bank of South Carolina Corp.","18.34","$101.18M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","13.63","$59.68M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/botj",
"OZK","Bank OZK","29.22","$3.77B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ozk",
"BSVN","Bank7 Corp.","16.95","$172.68M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/bsvn",
